"id"	"title"	"old_field"	"label"	"field"	"ig_winner"	"field_num"
214	"Cognitive Restraint Can Be Offset by Distraction, Leading to Increased Meal Intake in Women."	"medicine"	1	"medicine"	0	3
1901	"Genetic variation in outcrossing rate and correlated floral traits in a population of grain amaranth (Amaranthus cruentus L.)"	"bio_env"	0	"bio_env"	0	1
715	"How baseball outfielders determine where to run to catch fly balls"	"mathematics"	1	"exact_eng"	0	2
203	"Decreased level of psychobiological factor novelty seeking and lower intelligence in men latently infected with the protozoan parasite"	"psychology"	1	"neuroscience"	0	4
3058	"Source localisation in concurrent EEG/fMRI: Applications at 7T"	"neuroscience"	0	"neuroscience"	0	4
1234	"Behavioural Responses to Barking and Other Auditory Stimuli during Night-time Sleeping and Waking in the Domestic Dog (Canis familiaris)"	"biology"	1	"bio_env"	0	1
596	"Males choose to keep their heads: Preference for lower risk females in a praying mantid."	"psychology"	1	"neuroscience"	0	4
710	"Transfer of peanut allergy from the donor to a lung transplant recipient."	"medicine"	1	"medicine"	0	3
775	"Sexual Frequency Predicts Greater Well-Being, But More is Not Always Better"	"psychology"	1	"neuroscience"	0	4
1167	"Penile Sufficiency: An Operational Definition."	"medicine"	1	"medicine"	0	3
1890	"Iron accumulation on the cell wall of the aquatic moss Drepanocladus fluitans in an acid lake at pH 3.4-3.8"	"bio_env"	0	"bio_env"	0	1
889	"The Role of Intra-Oral Manipulation on the Perception of Sensory Attributes."	"psychology"	1	"neuroscience"	0	4
911	"Pirational Choice: The economics of Infamous Pirate Practices."	"economics"	1	"neuroscience"	0	4
2906	"Oscillatory Correlates of Control over Working Memory Gating and Updating: An EEG Study Using the Reference-back Paradigm"	"neuroscience"	0	"neuroscience"	0	4
2918	"Rumination: One Construct, Many Features in Healthy Individuals, Depressed Individuals, and Individuals with Lupus"	"neuroscience"	0	"neuroscience"	0	4
975	"Spouses with identical residential addresses before marriage: an indicator of pre-marital cohabitation."	"humanities"	1	"neuroscience"	0	4
720	"The gifts we keep on giving: documenting and destigmatizing the regifting taboo."	"psychology"	1	"neuroscience"	0	4
1648	"Microbial Diversity and Putative Opportunistic Pathogens in Dishwasher Biofilm Communities."	"biology"	1	"bio_env"	0	1
2156	"Signals from dying hepatocytes trigger growth of liver progenitors."	"medicine"	0	"medicine"	0	3
1073	"Mustache Fashion Covaries with a Good Marriage Market for Women"	"psychology"	1	"neuroscience"	0	4
350	"Penile anatomy and hypotheses of erectile function in the American alligator (Alligator mississippiensis): muscular eversion and elastic retraction."	"biology"	1	"bio_env"	0	1
2968	"Hypothalamic control of energy balance: different peptides, different functions"	"neuroscience"	0	"neuroscience"	0	4
2660	"The role of participation sampling and statistical analysis in medical research"	"medicine"	0	"medicine"	0	3
1694	"Why is intelligence correlated with semen quality? Biochemical pathways common to sperm and neuron function and their vulnerability to pleiotropic mutations"	"psychology"	1	"neuroscience"	0	4
2725	"Age-Related Changes in the Thickness of Cortical Zones in Humans"	"neuroscience"	0	"neuroscience"	0	4
2927	"Low cholesterol and mental disorders in children and adolescents with celiac disease."	"neuroscience"	0	"neuroscience"	0	4
3004	"A method to solubilise protein aggregates for immunoassay quantification which overcomes the neurofilament ""hook"" effect"	"neuroscience"	0	"neuroscience"	0	4
1423	"Human cysticercosis of the breast mimicking breast cancer: a report of a case from Ile-Ife, Nigeria. ."	"medicine"	1	"medicine"	0	3
2002	"TBSs in some minimum coverings"	"exact_eng"	0	"exact_eng"	0	2
3021	"Motion-Driven Transparency and Opacity"	"neuroscience"	0	"neuroscience"	0	4
2558	"Tissue Doppler imaging consistently detects myocardial abnormalities in patients with hypertrophic cardiomyopathy and provides a novel means for an early diagnosis before and independently of hypertrophy."	"medicine"	0	"medicine"	0	3
2803	"Sociability impairments in Genetic Absence Epilepsy Rats from Strasbourg: Reversal by the T-type calcium channel antagonist Z944"	"neuroscience"	0	"neuroscience"	0	4
2282	"Pericardial and cardiac pressure."	"medicine"	0	"medicine"	0	3
2875	"Empathy, schizophrenia and violence: A systematic review"	"neuroscience"	0	"neuroscience"	0	4
2395	"Emerging Research Directions in Adult Congenital Heart Disease: A Report From an NHLBI/ACHA Working Group."	"medicine"	0	"medicine"	0	3
2966	"Ultrastructural characteristics of glial fibrillary acidic protein expression in epoxy resin-embedded human brain tumors"	"neuroscience"	0	"neuroscience"	0	4
2928	"Selective enhancement of motoneurone short-term synchrony during an attention-demanding task"	"neuroscience"	0	"neuroscience"	0	4
870	"A Feel for Disgust: Tactile Cues to Pathogen Presence"	"medicine"	1	"medicine"	0	3
637	"A triarchical model of batting abilities: applying psychological statistics to baseball"	"psychology"	1	"neuroscience"	0	4
1727	"Phaseolin variability among wild and cultivated common beans (Phaseolus vulgaris) from Colombia"	"bio_env"	0	"bio_env"	0	1
1712	"PCDD/F and PCB in human serum of differently exposed population groups of an Italian city."	"bio_env"	0	"bio_env"	0	1
1291	"The Circumcision of Jesus Christ."	"medicine"	1	"medicine"	0	3
2899	"CA1 inactivation impairs episodic-like memory in rats"	"neuroscience"	0	"neuroscience"	0	4
1510	"Deodorization of garlic breath volatiles by food and food components."	"psychology"	1	"neuroscience"	0	4
682	"The Possibility of Unicorns and Modal Logic"	"mathematics"	1	"exact_eng"	0	2
508	"Neurobehavioral performance in human volunteers during inhalation exposure to the unpleasant local irritant cyclohexylamine."	"medicine"	1	"medicine"	0	3
1276	"The effect of fastball backspin rate on baseball hitting accuracy"	"medicine"	1	"medicine"	0	3
3085	"Spikes not slots: noise in neural populations limits working memory"	"neuroscience"	0	"neuroscience"	0	4
1748	"Vegetative response of Arctostaphylos uva-ursi to experimental cutting and burning"	"bio_env"	0	"bio_env"	0	1
858	"Eavesdropping on Happiness: Well-being is Related to Having Less Small Talk and More Substantive Conversations"	"psychology"	1	"neuroscience"	0	4
1288	"Mortality salience of birthdays on day of death in the Major Leagues"	"humanities"	1	"neuroscience"	0	4
1829	"Coming in like a wrecking-ball: are native Eurasian red squirrels displacing invasive Siberian chipmunks? A study from an urban park"	"bio_env"	0	"bio_env"	0	1
1847	"QTL mapping of downy and powdery mildew resistances in PI 197088 cucumber with genotyping-by-sequencing in RIL population"	"bio_env"	0	"bio_env"	0	1
1593	"Traversable Achronal Retrograde Domains In Spacetime"	"physics"	1	"exact_eng"	0	2
2564	"Changing trends in cytomegalovirus retinitis with highly active anti-retroviral therapy (HAART)"	"medicine"	0	"medicine"	0	3
232	"Self-Recognition Mechanism between Skin and Suckers Prevents Octopus Arms from Interfering with Each Other"	"genetics"	1	"medicine"	0	3
1499	"Assessing preferences of beach users for certain aspects of weather and ocean conditions: case studies from Australia."	"psychology"	1	"neuroscience"	0	4
1162	"The Weighted Airman Promotion System. Standardizing Test Scores."	"mathematics"	1	"exact_eng"	0	2
2298	"Association between duodenal bulb ulceration and reduced exocrine pancreatic function."	"medicine"	0	"medicine"	0	3
1308	"Sexuality leads to boosts in mood and meaning in life with no evidence for the reverse direction: A daily diary investigation."	"psychology"	1	"neuroscience"	0	4
1384	"Forgiving you is hard, but forgetting seems easy: can forgiveness facilitate forgetting?"	"psychology"	1	"neuroscience"	0	4
3156	"Meta-analysis of associations between tumor necrosis factor-α polymorphisms and schizophrenia susceptibility"	"neuroscience"	0	"neuroscience"	0	4
3292	"Systems neuroscience in Drosophila: Conceptual and technical advantages"	"neuroscience"	0	"neuroscience"	0	4
510	"The Cooling Power of the Pigeon Head."	"physics"	1	"exact_eng"	0	2
2006	"Surface-Potential Solution for Generic Undoped MOSFETs With Two Gates"	"exact_eng"	0	"exact_eng"	0	2
957	"Modulation of pain by emotional sounds: a laser-evoked potential study."	"medicine"	1	"medicine"	0	3
857	"Growth of Graphene from Food, Insects, and Waste"	"chemistry"	1	"bio_env"	0	1
1887	"Fourier transform infrared-spectroscopic characterisation of isolated endodermal cell walls from plant roots: chemical nature in relation to anatomical development"	"bio_env"	0	"bio_env"	0	1
2185	"Hepatoprotective effects of artemisia scoparia against carbon tetrachloride: an environmental contaminant."	"medicine"	0	"medicine"	0	3
1472	"Marlene Dolls and Fetishism"	"humanities"	1	"neuroscience"	0	4
1477	"Tanner Stage 4 Breast Development in Adults: Forensic Implications"	"medicine"	1	"medicine"	0	3
2650	"Heart rate variability and blood pressure among Japanese men and women: a community-based cross-sectional study"	"medicine"	0	"medicine"	0	3
3207	"Clinical improvement and survival in breast cancer leptomeningeal metastasis correlate with the cytologic response to intrathecal chemotherapy"	"neuroscience"	0	"neuroscience"	0	4
2685	"Participation of interneurons in penicillin-induced epileptic discharges"	"neuroscience"	0	"neuroscience"	0	4
1307	"An Allergy to Marmite?"	"medicine"	1	"medicine"	0	3
960	"Cookie monster is autistic."	"psychology"	1	"neuroscience"	0	4
1493	"George Washington: He Liked to Count Things"	"mathematics"	1	"exact_eng"	0	2
302	"A Preliminary Report on the Measurements of About 1000 Students at Ann Arbor, Michigan"	"medicine"	1	"medicine"	0	3
1417	"Effects of Horizontal Whole-Body Vibration on Reading."	"cs"	1	"exact_eng"	0	2
578	"Facebook as a site for negative age stereotypes."	"psychology"	1	"neuroscience"	0	4
2854	"Real conversations with artificial intelligence: A comparison between human-human online conversations and human-chatbot conversations"	"neuroscience"	0	"neuroscience"	0	4
2954	"Observers are consistent when rating image conspicuity"	"neuroscience"	0	"neuroscience"	0	4
2573	"Magnetic resonance imaging of distal tibia and calcaneus for forensic age estimation in living individuals"	"medicine"	0	"medicine"	0	3
1767	"Single and multiple resistance QTL delay symptom appearance and slow down root colonization by Aphanomyces euteiches in pea near isogenic lines"	"bio_env"	0	"bio_env"	0	1
1312	"Ocular lawnmower injuries"	"medicine"	1	"medicine"	0	3
2398	"Severe neonatal hyperbilirubinemia in the Netherlands."	"medicine"	0	"medicine"	0	3
724	"Tooth-brushing epilepsy with ictal orgasms."	"medicine"	1	"medicine"	0	3
3230	"Regularity encoding and deviance detection of frequency modulated sweeps: human middle- and long-latency auditory evoked potentials."	"neuroscience"	0	"neuroscience"	0	4
1233	"A functional ectopic vaginal anus: a rare clinical entity."	"medicine"	1	"medicine"	0	3
2053	"False Loop Detection in the IEEE 1394 Tree Identify Phase"	"exact_eng"	0	"exact_eng"	0	2
283	"Effects of tone training on Cantonese tone-word learning."	"psychology"	1	"neuroscience"	0	4
3217	"Threshold control of arm posture and movement adaptation to load"	"neuroscience"	0	"neuroscience"	0	4
459	"Response of American Black Ducks to Dietary Uranium: A Proposed Substitute for Lead Shot"	"biology"	1	"bio_env"	0	1
2601	"Growth pattern and clinical correlation of subcutaneously inoculated human primary acute leukemias in severe combined immunodeficiency mice."	"medicine"	0	"medicine"	0	3
758	"Affective Reactions to Acoustic Stimuli"	"psychology"	1	"neuroscience"	0	4
260	"Does Application of Tea Bags to Sore Nipples While Breastfeeding Provide Effective Relief?"	"medicine"	1	"medicine"	0	3
2990	"Positive reinforcing effects of substance P in the rat globus pallidus revealed by conditioned place preference"	"neuroscience"	0	"neuroscience"	0	4
3212	"Word and object recognition during reading acquisition: MEG evidence"	"neuroscience"	0	"neuroscience"	0	4
1981	"Top Downloads in IEEE Xplore [Reader's Choice]"	"exact_eng"	0	"exact_eng"	0	2
2009	"Area- and Power-Efficient Design of Daubechies Wavelet Transforms Using Folded AIQ Mapping"	"exact_eng"	0	"exact_eng"	0	2
2814	"The NMDA receptor participates in respiration-related mitral cell synchrony"	"neuroscience"	0	"neuroscience"	0	4
1845	"Impact of the black fly (Diptera: Simuliidae) control agent Bacillus thuringiensis var. israelensis on chironomids (Diptera: Chironomidae) and other nontarget insects: results of ten field trials."	"bio_env"	0	"bio_env"	0	1
689	"Human face structure correlates with professional baseball performance: insights from professional Japanese baseball players"	"psychology"	1	"neuroscience"	0	4
2327	"Production of xylanolytic enzymes by an alkalitolerant Bacillus circulans strain"	"medicine"	0	"medicine"	0	3
1036	"Notes on the Hairy Men of the Philippine Islands and Elsewhere"	"humanities"	1	"neuroscience"	0	4
1015	"A Mathematical Model for the Dynamics and Synchronization of Cows"	"physics"	1	"exact_eng"	0	2
2732	"Efficacy of Complex Antioxidant Energy Correction of Different Durations in the Treatment of Cerebral Infarction (results of a multicenter randomized study)"	"neuroscience"	0	"neuroscience"	0	4
2902	"Mapping value based planning and extensively trained choice in the human brain"	"neuroscience"	0	"neuroscience"	0	4
3386	"Neuregulin 1 ICE-single nucleotide polymorphism in first episode schizophrenia correlates with cerebral activation in fronto-temporal areas"	"neuroscience"	0	"neuroscience"	0	4
1862	"Parrotfish predation on live coral: ""spot biting"" and ""focused biting"""	"bio_env"	0	"bio_env"	0	1
1406	"A Passion for Castration: Characterizing Men Who Are Fascinated with Castration, but Have Not Been Castrated."	"medicine"	1	"medicine"	0	3
923	"Does Eating Chicken Feet With Pickled Peppers Cause Avian Influenza? Observational Case Study on Chinese Social Media During the Avian Influenza A (H7N9) Outbreak"	"medicine"	1	"medicine"	0	3
1821	"The significance of below-ground fractions when considering N and C partitioning within chickpea (Cicer arietinum L.)"	"bio_env"	0	"bio_env"	0	1
2798	"Two subtypes of narcissistic personality disorder."	"neuroscience"	0	"neuroscience"	0	4
2553	"Down syndrome in Down House: trisomy 21, GATA1 mutations, and Charles Darwin."	"medicine"	0	"medicine"	0	3
1565	"Facebook use predicts declines in subjective well-being in young adults."	"psychology"	1	"neuroscience"	0	4
1249	"From urethra with shove: Bladder foreign bodies. A case report and review"	"medicine"	1	"medicine"	0	3
407	"Harry Potter and the Recessive Allele"	"biology"	1	"bio_env"	0	1
2455	"Unfractioned heparin in the therapy of patients with highly active inflammatory bowel disease"	"medicine"	0	"medicine"	0	3
1880	"Temporal variability of connectivity in agricultural landscapes: do farming activities help?"	"bio_env"	0	"bio_env"	0	1
2777	"The heritability of the skin conductance orienting response: A longitudinal twin study"	"neuroscience"	0	"neuroscience"	0	4
1733	"Multiple domestications of the Mesoamerican gene pool of lima bean (Phaseolus lunatus L.): evidence from chloroplast DNA sequences"	"bio_env"	0	"bio_env"	0	1
2652	"Long-lasting remission of type 1 diabetes following treatment with topiramate for generalized seizures"	"medicine"	0	"medicine"	0	3
2476	"Morphologisches Remodeling bei Vorhofflimmern"	"medicine"	0	"medicine"	0	3
1269	"Speed and Endurance of the Coyote"	"biology"	1	"bio_env"	0	1
2751	"Distinct neural substrates for deductive and mathematical processing"	"neuroscience"	0	"neuroscience"	0	4
1814	"Isolation and characterization of the fragrant cyclamen O-methyltransferase involved in flower coloration"	"bio_env"	0	"bio_env"	0	1
3354	"Exposure to foods' non-taste sensory properties. A nursery intervention to increase children's willingness to try fruit and vegetables"	"neuroscience"	0	"neuroscience"	0	4
1942	"SOI Substrate Removal for SEE Characterization: Techniques and Applications"	"exact_eng"	0	"exact_eng"	0	2
291	"The hidden menace of non-equine horses."	"biology"	1	"bio_env"	0	1
942	"The Cost of Home Delivery."	"medicine"	1	"medicine"	0	3
1352	"The Tea Bag Experiment: More Evidence on Incentives in Mail Surveys."	"economics"	1	"neuroscience"	0	4
2822	"A current source density analysis of field potentials evoked in slices of visual cortex"	"neuroscience"	0	"neuroscience"	0	4
1865	"Characterization of field margins in intensified agro-ecosystems-why narrow margins should matter in terrestrial pesticide risk assessment and management."	"bio_env"	0	"bio_env"	0	1
494	"The Mystery of the Missing Toes: Extreme Levels of Natural Mutilation in Island Lizard Populations"	"biology"	1	"bio_env"	0	1
2779	"Involvement of the Motor Cortex in the Bimanual Unloading Reaction: A Transcranial Magnetic Stimulation Study"	"neuroscience"	0	"neuroscience"	0	4
1200	"Art as an indicator of male fitness: does prenatal testosterone influence artistic ability?"	"medicine"	1	"medicine"	0	3
867	"Long-lasting Lipsticks and Latent Prints"	"humanities"	1	"neuroscience"	0	4
1605	"Quacking: A Sound Produced by Worker Honeybees After Exposure to Carbon Dioxide."	"biology"	1	"bio_env"	0	1
574	"Real-Time EEG-Based Happiness Detection System."	"psychology"	1	"neuroscience"	0	4
3295	"A Spline Framework for Estimating the EEG Surface Laplacian Using the Euclidean Metric"	"neuroscience"	0	"neuroscience"	0	4
431	"The ""bagel head"" cosmetic modification: myths and medical complications for dermatologists to consider."	"medicine"	1	"medicine"	0	3
1699	"Blueberry Earth"	"physics"	1	"exact_eng"	0	2
1451	"Identification and quantification of flavor attributes present in chicken, lamb, pork, beef, and turkey."	"chemistry"	1	"neuroscience"	0	4
3055	"Differential associations of metabolic risk factors on cortical thickness in metabolic syndrome"	"neuroscience"	0	"neuroscience"	0	4
2139	"Acute myeloid leukemia presenting with extensive bone marrow necrosis, leukemia cutis and testicular involvement: successful treatment with allogeneic hematopoietic stem cell transplantation"	"medicine"	0	"medicine"	0	3
295	"The Benslimane's Artistic Model for Leg Beauty."	"psychology"	1	"neuroscience"	0	4
2663	"The heterogeneity of follicular lymphomas: from early development to transformation"	"medicine"	0	"medicine"	0	3
1329	"Arm Folding, Hand Clasping and Dermatoglyphic Asymmetry in Bulgarians."	"genetics"	1	"medicine"	0	3
424	"The economics of Computer Hacking."	"economics"	1	"neuroscience"	0	4
281	"Orthopaedic surgeons: as strong as an ox and almost twice as clever? Multicentre prospective comparative study"	"medicine"	1	"medicine"	0	3
308	"Do women prefer more complex music around ovulation?"	"psychology"	1	"neuroscience"	0	4
598	"the hazards of Halloween"	"medicine"	1	"medicine"	0	3
1515	"Dynamic Rheological Properties of Mozzarella Cheese During Refrigerated Storage."	"biology"	1	"bio_env"	0	1
1798	"Population structure, biomass, and diet of landlocked Arctic charr (Salvelinus alpinus) in a small, shallow High Arctic lake"	"bio_env"	0	"bio_env"	0	1
765	"A pestilent monster on prowl"	"medicine"	1	"medicine"	0	3
796	"Removal of a long PVC pipe strangulated in the penis by hot-melt method."	"medicine"	1	"medicine"	0	3
2769	"Selective disturbance of mental rotation by cortical stimulation"	"neuroscience"	0	"neuroscience"	0	4
1286	"The Active Principle of Garlic at Atomic Resolution."	"chemistry"	1	"exact_eng"	0	2
645	"Pleasure and pain: the effect of (almost) having an orgasm on genital and nongenital sensitivity."	"psychology"	1	"neuroscience"	0	4
879	"Why Barbie is perceived as beautiful."	"humanities"	1	"neuroscience"	0	4
2813	"Memory and Addiction Shared Neural Circuitry and Molecular Mechanisms"	"neuroscience"	0	"neuroscience"	0	4
2414	"Point-of-care ultrasound in intensive care units: assessment of 1073 procedures in a multicentric, prospective, observational study"	"medicine"	0	"medicine"	0	3
783	"Domestic Cats and Passive Submission."	"biology"	1	"bio_env"	0	1
3346	"Phasic spike-timing-dependent plasticity of human motor cortex during walking"	"neuroscience"	0	"neuroscience"	0	4
1110	"Knowledge, Attitude and Practice regarding Dandruff among Soldiers"	"medicine"	1	"medicine"	0	3
2147	"Alternaria and paecilomyces keratitis associated with soft contact lens wear."	"medicine"	0	"medicine"	0	3
2936	"Up-regulation of the hyaluronate receptor CD44 in canine distemper demyelinated plaques"	"neuroscience"	0	"neuroscience"	0	4
2173	"Erratum: Sutapun, B. et al. Development and Beam-Shape Analysis of an Integrated Fiber-Optic Confocal Probe for High-Precision Central Thickness Measurement of Small-Radius Lenses. Sensors, 2015, 15, 8512-8526"	"medicine"	0	"medicine"	0	3
1194	"Unexpected but Incidental Positive Outcomes Predict Real-World Gambling"	"psychology"	1	"neuroscience"	0	4
912	"High Frequency of Postcoital Penis Cleaning in Budongo Chimpanzees"	"biology"	1	"bio_env"	0	1
2648	"Geography as Disparity The Shifting Burden of Heart Disease"	"medicine"	0	"medicine"	0	3
3072	"The Synaptic Localization of NR2B-Containing NMDA Receptors Is Controlled by Interactions with PDZ Proteins and AP-2"	"neuroscience"	0	"neuroscience"	0	4
1326	"The Influence of Assortment Structure on Perceived Variety and Consumption Quantities."	"psychology"	1	"neuroscience"	0	4
1079	"Female morphology, web design, and the potential for multiple mating in Nephila clavipes: do fat -bottomed girls make the spider world go round?"	"biology"	1	"bio_env"	0	1
605	"Myiasis Resulting from the Use of the Aspirator Method in the Collection of Insects."	"humanities"	1	"bio_env"	0	1
1468	"Severe Infestation of a She-Ass with the Cat Flea Ctenocephalides felis felis (Bouche 1835)"	"medicine"	1	"medicine"	0	3
666	"A Statistical Association Between Liberal Body Hair Growth and Intelligence."	"psychology"	1	"neuroscience"	0	4
691	"Two-way interaction of number of meetings and perceived meeting effectiveness to predict job satisfaction"	"psychology"	1	"neuroscience"	0	4
3162	"Effects of intrastriatal cannabinoids on rotational behavior in rats: interactions with the dopaminergic system."	"neuroscience"	0	"neuroscience"	0	4
1133	"Modality-specific communication enabling gait synchronization during over-ground side-by-side walking."	"psychology"	1	"neuroscience"	0	4
1175	"Seasonality of birth in the majors, 1880-1999"	"humanities"	1	"neuroscience"	0	4
1434	"The Influence of Travelling on Decision-Making."	"cs"	1	"exact_eng"	0	2
2999	"The rapid extraction of numeric meaning"	"neuroscience"	0	"neuroscience"	0	4
265	"Why wet feels wet? A neurophysiological model of human cutaneous wetness sensitivity."	"psychology"	1	"neuroscience"	0	4
3206	"Human reconsolidation does not always occur when a memory is retrieved: The relevance of the reminder structure"	"neuroscience"	0	"neuroscience"	0	4
890	"Influence of hand grenade weight, shape and diameter on performance and subjective handling properties in relations to ergonomic design considerations"	"physics"	1	"exact_eng"	0	2
1555	"Copulatory vocalizations of chacma baboons (Papio ursinus), gibbons (Hylobates hoolock), and humans."	"biology"	1	"bio_env"	0	1
1086	"Doll Shoes: The Cause of Behavioural Problems?"	"medicine"	1	"medicine"	0	3
2806	"Risk patterns and correlated brain activities. Multidimensional statistical analysis of FMRI data in economic decision making study."	"neuroscience"	0	"neuroscience"	0	4
2461	"Grafts for mesenterico-portal vein resections can be avoided during pancreatoduodenectomy."	"medicine"	0	"medicine"	0	3
2644	"Insights into the biochemical and genetic basis of glucokinase activation from naturally occurring hypoglycemia mutations."	"medicine"	0	"medicine"	0	3
331	"The King's Two Teeth."	"humanities"	1	"neuroscience"	0	4
330	"Personal Space and Stimulus Intensity at a Southern California Amusement Park."	"psychology"	1	"neuroscience"	0	4
2891	"Dopamine is differentially involved in the locomotor hyperactivity produced by manipulations of opioid, GABA and glutamate receptors in the median raphe nucleus"	"neuroscience"	0	"neuroscience"	0	4
3050	"Semantic, lexical, and phonological influences on the production of verb inflections in agrammatic aphasia"	"neuroscience"	0	"neuroscience"	0	4
1904	"Spatial refuges and associational defenses promote harmful blooms of the alga Caulerpa sertularioides onto coral reefs"	"bio_env"	0	"bio_env"	0	1
2061	"A Commercial-Simulator-Based Numerical-Analysis Methodology for 4H-SiC Power Devices Formed on Misoriented (0001) Substrates"	"exact_eng"	0	"exact_eng"	0	2
1385	"The Effect of Perfume on Prosocial Behavior of Pedestrians."	"psychology"	1	"neuroscience"	0	4
415	"Panti-Girdle Syndrome"	"medicine"	1	"medicine"	0	3
1816	"S nutrition alleviates salt stress by maintaining the assemblage of photosynthetic organelles in Kentucky bluegrass (Poa pratensis L.)"	"bio_env"	0	"bio_env"	0	1
1108	"Comparison of Two Barium Suspensions for Dedicated Small-Bowel Series"	"medicine"	1	"medicine"	0	3
739	"A Coyote's Speed and Endurance"	"biology"	1	"bio_env"	0	1
997	"Racehorses are getting faster."	"genetics"	1	"medicine"	0	3
2119	"Space-Time Network Coding With Transmit Antenna Selection and Maximal-Ratio Combining"	"exact_eng"	0	"exact_eng"	0	2
2477	"An unusual clinical presentation of ocular trauma in a child"	"medicine"	0	"medicine"	0	3
2166	"Administration of low-dose interleukin-2 plus G-CSF/EPO early after autologous PBSC transplantation: effects on immune recovery and NK activity in a prospective study in women with breast and ovarian cancer"	"medicine"	0	"medicine"	0	3
434	"Sauropod farts warmed the planet"	"physics"	1	"exact_eng"	0	2
2283	"Reactive eccrine syringofibroadenoma: an emerging subtype."	"medicine"	0	"medicine"	0	3
850	"Parachute Use to Prevent Death and Major Trauma Related to Gravitational Challenge: Systematic Review of Randomised Controlled Trials"	"medicine"	1	"medicine"	0	3
1354	"A New Frigorifick Experiment Shewing, How a Considerable Degree of Cold May be Suddenly Produced without the Help of Snow, Ice, Haile, Wind, or Niter, and That at Any Time of the Year"	"chemistry"	1	"exact_eng"	0	2
1154	"I Lost It in the Lights: The Effects of Predictable and Variable Intermittent Vision on Unimanual Catching"	"psychology"	1	"neuroscience"	0	4
1597	"A farewell to arm"	"medicine"	1	"medicine"	0	3
929	"Wrapper Influence on the Perception of Freshness in Bread."	"psychology"	1	"neuroscience"	0	4
2406	"Percutaneous coronary intervention outcomes in a low-volume center: survival, stent thrombosis, and repeat revascularization."	"medicine"	0	"medicine"	0	3
2351	"A comparative ultrastructural analysis of exine pattern development in wild-typeArabidopsis and a mutant defective in pattern formation"	"medicine"	0	"medicine"	0	3
2230	"Laparoscopic versus open surgical management of small bowel obstruction: an analysis of short-term outcomes"	"medicine"	0	"medicine"	0	3
3149	"BOSC: a better oscillation detection method, extracts both sustained and transient rhythms from rat hippocampal recordings."	"neuroscience"	0	"neuroscience"	0	4
2171	"Equal treatment: no evidence of gender inequity in osteoporosis management in a coordinator-based fragility fracture screening program"	"medicine"	0	"medicine"	0	3
3326	"nNOS-Expressing Neurons in the Ventral Tegmental Area and Substantia Nigra Pars Compacta"	"neuroscience"	0	"neuroscience"	0	4
1594	"Anatomy of a bathtub vortex."	"physics"	1	"exact_eng"	0	2
2340	"Saccharomyces boulardii upgrades cellular adaptation after proximal enterectomy in rats."	"medicine"	0	"medicine"	0	3
251	"Some Comparative Aspects of Yawning in Betta splendens, Homo sapiens, Panthera leo, and Papio sphinx."	"psychology"	1	"neuroscience"	0	4
1014	"Randomised controlled trial of whether erotic material is required for semen collection: impact of informed consent on outcome."	"medicine"	1	"medicine"	0	3
1420	"Death by chocolate - is it possible?"	"medicine"	1	"medicine"	0	3
3176	"Distribution of hand location in monkeys during spontaneous behavior"	"neuroscience"	0	"neuroscience"	0	4
1761	"Comparison of methodologies for field measurement of net nitrogen mineralisation in arable soils"	"bio_env"	0	"bio_env"	0	1
659	"Visually suboptimal bananas: How ripeness affects consumer expectation and perception."	"psychology"	1	"neuroscience"	0	4
1781	"Understanding the genetic basis of potato development using a multi-trait QTL analysis"	"bio_env"	0	"bio_env"	0	1
2909	"The role of plantar cutaneous sensation in unperturbed stance"	"neuroscience"	0	"neuroscience"	0	4
329	"Ractopamine Treatment Biases in the Prediction of Pork Carcass Composition"	"medicine"	1	"medicine"	0	3
3274	"Novel Types of Frontotemporal Lobar Degeneration: Beyond Tau and TDP-43"	"neuroscience"	0	"neuroscience"	0	4
2896	"Alteration of the PAC1 Receptor Expression in the Basal Ganglia of MPTP-Induced Parkinsonian Macaque Monkeys"	"neuroscience"	0	"neuroscience"	0	4
1089	"Evaluation of Alternative Measures of Pork Carcass Composition"	"medicine"	1	"medicine"	0	3
2581	"Kardiovaskuläre Sekundärprävention"	"medicine"	0	"medicine"	0	3
1054	"Epidemiology of reindeer parasites"	"medicine"	1	"medicine"	0	3
3307	"Experience-Dependent and Differential Regulation of Local and Long-Range Excitatory Neocortical Circuits by Postsynaptic Mef2c"	"neuroscience"	0	"neuroscience"	0	4
776	"Pizza and Vegetables Don't Stick to the Endothelium"	"medicine"	1	"medicine"	0	3
1002	"Digit Ratio as an Indicator of Numeracy Relative to Literacy in 7-year-old British Schoolchildren"	"psychology"	1	"neuroscience"	0	4
441	"Physiological Arousal and Sensation-Seeking in Female Fruit Machine Gamblers."	"psychology"	1	"neuroscience"	0	4
1484	"Why Is Mrs Thatcher Interrupted So Often?"	"biology"	1	"bio_env"	0	1
1045	"Status and Mating Success amongst Visual Artists"	"humanities"	1	"neuroscience"	0	4
3012	"The Tortoise and the Hare: Interactions between Reinforcement Learning and Working Memory"	"neuroscience"	0	"neuroscience"	0	4
3100	"Author Correction: Maintenance, reserve and compensation: the cognitive neuroscience of healthy ageing"	"neuroscience"	0	"neuroscience"	0	4
1128	"A Migrating Pacemaker"	"medicine"	1	"medicine"	0	3
